,0,1,2,3,4,5,6,7,8,9,10,11,12
PAR,1.28,22.59,22.74,15.3,19.54,27.75,14.63,18.39,9.67,16.46,20.06,10.35,24.11
max_demand,1029892.0,18105322.0,18226852.0,12264748.0,15663034.0,22239680.0,11723284.0,14743940.0,7752959.0,13191132.0,16076958.0,8296824.0,19328525.0
total_demand,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0,38473462.0
objective,626420816.6,7442086580.3,7026476715.9,6739506669.6,7445981211.4,7573727015.2,6749493857.1,7238930785.5,6234201326.6,6888115478.6,6889534249.0,6951801410.6,7920684273.6
cost,626420816.6,7439499113.3,7023515239.9,6738291798.6,7444212300.4,7571296529.2,6747738918.1,7236921338.5,6233454357.6,6886632577.6,6887224447.0,6950827409.6,7918801985.6
step_size,1.0,0.02,0.015,0.015,0.01,0.005,0.015,0.01,0.015,0.005,0.005,0.005,0.0
inconvenient,0.0,2587467.0,2961476.0,1214871.0,1768911.0,2430486.0,1754939.0,2009447.0,746969.0,1482901.0,2309802.0,974001.0,1882288.0
run_time,0.0,1186.5100000000011,606.8800000000016,738.1799999999971,813.9799999999973,604.3299999999986,752.1199999999965,667.6899999999965,523.010000000003,529.7900000000033,677.0499999999968,736.7699999999967,764.899999999997
