,0,1,2,3,4,5,6,7,8,9
PAR,1.28,1.26,1.24,1.22,1.22,1.21,1.2,1.19,1.17,1.17
max_demand,1029892.0,1009448.1294976824,994381.9899839134,979540.7144856547,974643.0109132264,969792.8958586602,964943.9313793669,950542.0225855384,941060.3659102477,941060.3659102477
total_demand,38473462.0,38473462.00000001,38473462.0,38473461.99999999,38473462.0,38473461.99999999,38473462.00000001,38473462.00000001,38473462.0,38473462.0
objective,626420816.6,608887684.89,598832833.9413,590534508.9911305,588096302.6412944,585855012.5713936,583747863.1187431,579256219.0054688,576848687.2385453,576848687.2385453
cost,626420816.6,608842328.31,598789168.35,590504871.25,588085298.92,585841282.32,583735963.15,579241564.86,576835424.59,576835424.59
step_size,1.0,0.02,0.015,0.015,0.005,0.005,0.005,0.015,0.01,0.0
inconvenient,0.0,45356.58,43665.5913,29637.7411305,11003.7212943475,13730.251393528262,11899.96874303236,14654.145468854515,13262.648545311455,13262.648545311455
run_time,0.0,0.0017468929290771484,0.0013852119445800781,0.001397848129272461,0.0006968975067138672,0.0006940364837646484,0.0007171630859375,0.0012638568878173828,0.0009958744049072266,0.0003819465637207031
