,0,1,2,3,4,5,6,7
step_size,1.0,0.22800000000000004,0.102,0.071,0.035,0.023,0.013,0.0
inconvenient,0.0,1474.2480000000003,152.87270399999997,547.6320380159999,100.11287866944001,68.58340379060289,34.45541575072216,34.45541575072216
max_demand,80159.0,63727.46799396659,57509.892376992786,54480.77676451326,52656.102135601854,51548.17113756753,50878.34391277915,50878.34391277915
cost,28077056.1,25608448.1,25497881.17,25445572.56,25436864.76,25433710.39,25431474.48,25431474.48
total_demand,1810840.0,1810840.0000000005,1810840.0000000002,1810840.0000000005,1810839.9999999998,1810840.0,1810840.0,1810840.0
objective,28077056.1,25609922.348,25498034.042704,25446120.192038015,25436964.87287867,25433778.973403793,25431508.935415752,25431508.935415752
PAR,2.12,1.69,1.52,1.44,1.4,1.37,1.35,1.35
run_time,0.0,0.0036628246307373047,0.0015690326690673828,0.0016329288482666016,0.0007090568542480469,0.0005319118499755859,0.0003650188446044922,0.00019407272338867188
