,0,1,2,3,4,5,6,7
step_size,1.0,0.22800000000000004,0.102,0.071,0.035,0.023,0.013,0.0
inconvenient,0.0,6466.0,2973.0,7866.0,3408.0,3082.0,2719.0,2265.0
max_demand,80159.0,141914.0,139170.0,240552.0,118676.0,144301.0,107322.0,143935.0
cost,28077056.1,25351890.0,25351801.0,25352510.0,25351985.0,25351938.0,25351966.0,25351877.0
total_demand,1810840.0,1810840.0,1810840.0,1810840.0,1810840.0,1810840.0,1810840.0,1810840.0
objective,28077056.1,25358356.0,25354774.0,25360376.0,25355393.0,25355020.0,25354685.0,25354142.0
PAR,2.12,3.76,3.69,6.38,3.15,3.82,2.84,3.82
run_time,0.0,0.003,0.004,0.001,0.0,0.002,0.001,0.002
