,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
PAR,1.21,1.19,1.17,1.16,1.15,1.13,1.13,1.12,1.11,1.1,1.1,1.1,1.08,1.08,1.07,1.07,1.07,1.07,1.07
step_size,1.0,0.015000000000000006,0.01900000000000001,0.009000000000000001,0.007,0.012000000000000004,0.007,0.008,0.009000000000000001,0.003,0.003,0.003,0.012000000000000004,0.002,0.007,0.002,0.001,0.002,0.0
inconvenient,0.0,149123.17500000008,184080.01467500007,102184.190867925,76737.33766392453,99838.01594803295,48323.02988836377,67137.6797608931,59107.11588215197,17841.305652353545,16697.65108304294,26494.70504675087,31104.075539438996,11154.355848921123,11482.720509057552,6154.284558981885,8160.835715441019,11992.422328569119,11992.422328569119
total_demand,116189199.0,116189199.0,116189198.99999999,116189199.00000001,116189198.99999999,116189198.99999999,116189198.99999996,116189199.0,116189199.00000003,116189199.0,116189199.00000001,116189199.00000003,116189198.99999994,116189199.00000004,116189198.99999999,116189198.99999999,116189198.99999999,116189198.99999997,116189198.99999997
max_demand,2921948.0,2878424.2590333596,2824223.6305902936,2798907.0530863944,2779373.3828990613,2746203.730858991,2727037.879000255,2705297.7805054835,2681047.2642965456,2673012.1629644018,2665001.1428389857,2657014.131748896,2625304.741870616,2620056.7576916167,2601771.289969347,2596570.3491606982,2593973.7788115377,2588788.4292256935,2588788.4292256935
cost,2066899344.4,1998175105.04,1930294332.79,1904427642.2,1886531304.25,1865135620.19,1853844589.51,1843131038.82,1833082414.92,1829871672.65,1826813801.35,1824521787.92,1817388135.11,1816357345.04,1814018389.91,1813187305.05,1812773994.12,1812275845.5,1812275845.5
run_time,0.0,0.007730007171630859,0.014348030090332031,0.004503011703491211,0.004058837890625,0.006891012191772461,0.003929853439331055,0.0045888423919677734,0.005781888961791992,0.0018677711486816406,0.0018749237060546875,0.0018529891967773438,0.005722761154174805,0.0014128684997558594,0.0049037933349609375,0.0014200210571289062,0.0018570423126220703,0.0013661384582519531,0.0005190372467041016
objective,2066899344.4,1998324228.215,1930478412.8046749,1904529826.390868,1886608041.587664,1865235458.205948,1853892912.5398884,1843198176.4997609,1833141522.0358822,1829889513.9556525,1826830499.001083,1824548282.6250467,1817419239.1855392,1816368499.395849,1814029872.6305091,1813193459.334559,1812782154.9557154,1812287837.9223285,1812287837.9223285
