,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
PAR,1.21,1.19,1.17,1.16,1.15,1.13,1.12,1.11,1.1,1.1,1.09,1.08,1.08,1.08,1.08,1.07,1.07,1.07,1.07,1.06,1.06
step_size,1.0,0.016000000000000007,0.013000000000000005,0.012000000000000004,0.010000000000000002,0.014000000000000005,0.011000000000000003,0.008,0.006,0.004,0.005,0.009000000000000001,0.002,0.003,0.002,0.002,0.005,0.001,0.002,0.001,0.0
inconvenient,0.0,153492.97600000008,124874.02231200004,121312.55973225604,105411.96440267746,130012.02249836257,82301.32875251803,69288.64536997986,27396.68612778012,20742.61325548888,36442.566933722555,20981.8028975965,9745.930394204806,18180.516208817386,10806.362967582365,9867.533274064835,21691.947333629676,8409.44205266637,9452.861115894668,3977.3901388841055,3977.3901388841055
total_demand,116189199.0,116189199.00000001,116189198.99999999,116189198.99999999,116189198.99999999,116189198.99999999,116189198.99999997,116189199.0,116189199.0,116189199.0,116189199.00000001,116189199.00000003,116189198.99999997,116189199.0,116189199.00000003,116189198.99999999,116189199.0,116189199.00000001,116189198.99999999,116189198.99999996,116189198.99999996
max_demand,2921948.0,2875545.834774326,2838387.211143583,2804513.2751233657,2776594.0095161623,2738090.7505551307,2708121.896407637,2686751.7490015826,2670715.3203754285,2660073.890547109,2647026.1526786312,2623297.9882290154,2618054.0155505454,2610687.9205121184,2605469.229322015,2600260.8963326,2587285.5684702904,2584698.2829018203,2579580.3365892996,2577000.7562527102,2577000.7562527102
cost,2066899344.4,1994335378.2,1946913436.43,1912492936.61,1889043081.85,1863476617.78,1847193642.3,1838209251.08,1831701564.14,1827331117.45,1823326606.54,1818541311.18,1817315257.28,1815964309.16,1815184485.28,1814282093.55,1812583546.47,1812130338.71,1811428741.87,1811135323.61,1811135323.61
run_time,0.0,0.008686065673828125,0.00709080696105957,0.006540060043334961,0.005976200103759766,0.0076029300689697266,0.005693197250366211,0.004383087158203125,0.003526926040649414,0.0027120113372802734,0.0030417442321777344,0.0051457881927490234,0.0020940303802490234,0.0021860599517822266,0.0018072128295898438,0.0017671585083007812,0.0030679702758789062,0.0017940998077392578,0.0017290115356445312,0.0014090538024902344,0.0009412765502929688
objective,2066899344.4,1994488871.176,1947038310.452312,1912614249.169732,1889148493.8144026,1863606629.8024983,1847275943.6287525,1838278539.72537,1831728960.8261278,1827351860.0632555,1823363049.1069336,1818562292.9828978,1817325003.2103941,1815982489.676209,1815195291.6429675,1814291961.0832741,1812605238.4173336,1812138748.1520526,1811438194.7311158,1811139301.0001388,1811139301.0001388
