,0,1,2,3,4,5,6,7
max_demand,18291.0,15256.647302854859,12593.018779880127,12343.811120781906,11858.916504292854,11868.507038353213,11204.530058456483,11204.530058456483
PAR,5.71,4.76,3.93,3.85,3.7,3.7,3.5,3.5
objective,2467024.8,2198389.206,2159636.712326,2158681.631659982,2157327.913971981,2154988.8787159785,2154661.6870731893,2154661.6870731893
step_size,1.0,0.17900000000000005,0.249,0.043,0.047,0.14200000000000002,0.056999999999999995,0.0
run_time,0.0,0.001409769058227539,0.0009090900421142578,0.0005562305450439453,0.0005469322204589844,0.0014901161193847656,0.0005548000335693359,0.00015401840209960938
inconvenient,0.0,16.826000000000004,27.682326,2.8516599819999997,6.163971980846,19.998715978719872,2.3370731892129673,2.3370731892129673
total_demand,153787.0,153787.00000000003,153787.0,153786.99999999997,153786.99999999994,153786.99999999997,153787.0,153787.0
cost,2467024.8,2198372.38,2159609.03,2158678.78,2157321.75,2154968.88,2154659.35,2154659.35
