,0,1,2,3
max_demand,18291.0,33654.0,19941.0,19941.0
PAR,5.71,10.5,6.22,6.22
objective,2467024.8,2153095.0,2153129.0,2153129.0
step_size,1.0,0.17900000000000005,0.064,0.0
run_time,0.0,1.11,1.11,1.11
inconvenient,0.0,77.0,111.0,111.0
total_demand,153787.0,153787.0,153787.0,153787.0
cost,2467024.8,2153018.0,2153018.0,2153018.0
