,0,1,2,3,4,5,6,7
max_demand,18291.0,33654.0,19941.0,33654.0,29004.0,19881.0,18291.0,18291.0
PAR,5.71,10.5,6.22,10.5,9.05,6.21,5.71,5.71
objective,2467024.8,2153112.0,2153146.0,2153112.0,2153152.0,2153165.0,2153079.0,2153035.0
step_size,1.0,0.17900000000000005,0.249,0.043,0.047,0.14200000000000002,0.056999999999999995,0.0
run_time,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0
inconvenient,0.0,94.0,128.0,94.0,134.0,147.0,61.0,17.0
total_demand,153787.0,153787.0,153787.0,153787.0,153787.0,153787.0,153787.0,153787.0
cost,2467024.8,2153018.0,2153018.0,2153018.0,2153018.0,2153018.0,2153018.0,2153018.0
