,repeat,algorithm,average_run_time_per_iteration,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,optimal,653.133,13,2000,5,1,piece-wise,1107623,21268952.0,-18.202,1.36,26.1,-18.191,601989985.5,7634929097.8,-11.683,601989985.5,7633581794.8,-11.681
1,0,optimal_fw,0.001,13,2000,5,1,piece-wise,1107623,987012.8856904424,0.109,1.36,1.21,0.11,601989985.5,569012948.9200585,0.055,601989985.5,569006892.17,0.055
2,0,heuristic,1.004,18,2000,5,1,piece-wise,1107623,11103643.0,-9.025,1.36,13.63,-9.022,601989985.5,5550530279.1,-8.22,601989985.5,5549498119.1,-8.219
3,0,heuristic_fw,0.001,18,2000,5,1,piece-wise,1107623,939213.0916800405,0.152,1.36,1.15,0.154,601989985.5,565679790.0703636,0.06,601989985.5,565677345.23,0.06
4,0,optimal,1694.099,7,4000,5,1,piece-wise,2052642,50988081.0,-23.84,1.25,31.14,-23.912,1316446394.7,16101233384.4,-11.231,1316446394.7,16097444116.4,-11.228
5,0,optimal_fw,0.002,7,4000,5,1,piece-wise,2052642,1875550.0774746619,0.086,1.25,1.15,0.08,1316446394.7,1198473734.879165,0.09,1316446394.7,1198456387.32,0.09
6,0,heuristic,8.971,13,4000,5,1,piece-wise,2052642,25832709.0,-11.585,1.25,15.78,-11.624,1316446394.7,13740767127.2,-9.438,1316446394.7,13738347278.2,-9.436
7,0,heuristic_fw,0.004,13,4000,5,1,piece-wise,2052642,1823463.8917040497,0.112,1.25,1.11,0.112,1316446394.7,1186200394.155081,0.099,1316446394.7,1186180673.35,0.099
8,0,optimal,2019.445,6,6000,5,1,piece-wise,2935445,66906998.0,-21.793,1.21,27.67,-21.868,2030578918.5,23014151844.2,-10.334,2030578918.5,23007254833.2,-10.33
9,0,optimal_fw,0.002,6,6000,5,1,piece-wise,2935445,2750261.550640556,0.063,1.21,1.14,0.058,2030578918.5,1845994383.3284817,0.091,2030578918.5,1845896239.55,0.091
10,0,heuristic,2.674,13,6000,5,1,piece-wise,2935445,53370580.0,-17.181,1.21,22.07,-17.24,2030578918.5,20939742692.7,-9.312,2030578918.5,20933870951.7,-9.309
11,0,heuristic_fw,0.001,13,6000,5,1,piece-wise,2935445,2668778.202281131,0.091,1.21,1.1,0.091,2030578918.5,1812284491.0961018,0.108,2030578918.5,1812272201.57,0.108
12,0,optimal,2822.154,11,8000,5,1,piece-wise,4146378,87975444.0,-20.217,1.28,27.2,-20.25,2517441834.0,30882565715.4,-11.267,2517441834.0,30873031384.4,-11.264
13,0,optimal_fw,0.001,11,8000,5,1,piece-wise,4146378,3788648.765415124,0.086,1.28,1.17,0.086,2517441834.0,2330319229.6924295,0.074,2517441834.0,2330280126.16,0.074
14,0,heuristic,3.761,9,8000,5,1,piece-wise,4146378,72589773.0,-16.507,1.28,22.44,-16.531,2517441834.0,27202146852.5,-9.805,2517441834.0,27194610113.5,-9.802
15,0,heuristic_fw,0.001,9,8000,5,1,piece-wise,4146378,3752484.0760821146,0.095,1.28,1.16,0.094,2517441834.0,2324828790.4745374,0.077,2517441834.0,2324793720.76,0.077
16,0,optimal,3509.654,11,10000,5,1,piece-wise,4928390,114434898.0,-22.22,1.23,28.67,-22.309,3339934784.3,38636401561.4,-10.568,3339934784.3,38622911538.4,-10.564
17,0,optimal_fw,0.001,11,10000,5,1,piece-wise,4928390,4480676.628020727,0.091,1.23,1.12,0.089,3339934784.3,2961407156.7953653,0.113,3339934784.3,2961352097.35,0.113
18,0,heuristic,5.072,17,10000,5,1,piece-wise,4928390,101918661.0,-19.68,1.23,25.53,-19.756,3339934784.3,32295411069.4,-8.669,3339934784.3,32281812938.4,-8.665
19,0,heuristic_fw,0.001,17,10000,5,1,piece-wise,4928390,4397181.699984828,0.108,1.23,1.1,0.106,3339934784.3,2936795821.7727156,0.121,3339934784.3,2936769040.45,0.121
