,0,1,2,3,4,5,6,7,8,9
step_size,1.0,0.149,0.09499999999999999,0.075,0.06,0.024,0.034,0.011,0.011,0.0
PAR,1.77,1.52,1.39,1.28,1.21,1.19,1.17,1.16,1.14,1.14
max_demand,76575.0,65917.6664282785,59909.51976000612,55553.61543707892,52299.119597062185,51431.606932821196,50537.88555335814,49982.430812271195,49433.08607333621,49433.08607333621
run_time,0.0,0.0026869773864746094,0.0019178390502929688,0.0013229846954345703,0.0015900135040283203,0.0005939006805419922,0.0008111000061035156,0.0005259513854980469,0.0004107952117919922,0.00020694732666015625
total_demand,2075394.0,2075394.0000000002,2075394.0,2075394.0,2075393.9999999993,2075394.0,2075393.9999999995,2075393.9999999993,2075393.9999999998,2075393.9999999998
objective,31863372.7,29587148.12,29310049.6878,29227483.300415,29190658.9611751,29183790.4024518,29173465.896116637,29171029.281612717,29169143.74971226,29169143.74971226
cost,31863372.7,29585920.36,29309289.76,29227054.82,29190353.23,29183624.7,29173296.77,29170972.71,29169093.75,29169093.75
inconvenient,0.0,1227.76,759.9277999999999,428.48041500000005,305.7311751,165.70245179760002,169.12611663888163,56.571612716972304,49.9997122601133,49.9997122601133
