,0,1,2,3,4
step_size,1.0,0.32400000000000007,0.131,0.06,0.0
run_time,0.0,0.001,0.0,0.002,0.002
max_demand,55630.0,62283.0,85007.0,69769.0,55720.0
inconvenient,0.0,1130.0,560.0,612.0,217.0
PAR,2.52,2.82,3.85,3.16,2.52
total_demand,1060897.0,1060897.0,1060897.0,1060897.0,1060897.0
objective,15852438.1,14853706.0,14853119.0,14853178.0,14852775.0
cost,15852438.1,14852576.0,14852559.0,14852566.0,14852558.0
