,no_tasks,no_households,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,50,1,piece-wise,46400,49116.0,-5.90%,2.22,2.34,-5.40%,16439345.5,14076507.0,14.40%,16439345.5,14076236.0,14.40%,0.001
heuristic_fw,5,50,1,piece-wise,46400,29262.503119758385,36.90%,2.22,1.4,36.90%,16439345.5,14118433.89785212,14.10%,16439345.5,14118425.32,14.10%,0.001
