,0,1,2,3,4,5,6,7,8,9,10
max_demand,46400.0,62733.0,66851.0,89961.0,109058.0,91452.0,73119.0,144224.0,66540.0,53106.0,49116.0
step_size,1.0,0.29900000000000015,0.13699999999999998,0.036,0.012,0.023,0.011,0.022,0.012,0.011,0.0
PAR,2.22,2.99,3.19,4.29,5.21,4.37,3.49,6.89,3.18,2.54,2.34
run_time,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.002,0.0,0.0,0.002
cost,16439345.5,14076355.0,14076238.0,14076281.0,14076387.0,14076305.0,14076305.0,14076584.0,14076250.0,14076253.0,14076236.0
inconvenient,0.0,2833.0,1729.0,1827.0,1805.0,1769.0,1921.0,3175.0,419.0,784.0,271.0
objective,16439345.5,14079188.0,14077967.0,14078108.0,14078192.0,14078074.0,14078226.0,14079759.0,14076669.0,14077037.0,14076507.0
total_demand,1005445.0,1005445.0,1005445.0,1005445.0,1005445.0,1005445.0,1005445.0,1005445.0,1005445.0,1005445.0,1005445.0
