,0,1,2,3,4,5,6,7,8
step_size,1.0,0.20900000000000005,0.13899999999999998,0.092,0.061,0.08099999999999999,0.013,0.039,0.0
run_time,0.0,0.0030388832092285156,0.0019297599792480469,0.0011141300201416016,0.0008151531219482422,0.0013089179992675781,0.0003991127014160156,0.0006830692291259766,0.00018787384033203125
max_demand,76698.0,62150.8250339524,54036.88255519904,51698.13631626313,49655.25577902632,49891.652368258045,49243.20388747069,48192.16098608247,48192.16098608247
inconvenient,0.0,673.1890000000002,309.2487289999999,218.201116932,59.584731867148,197.997636718761,9.594030722656107,50.247832801816415,50.247832801816415
PAR,2.07,1.68,1.46,1.4,1.34,1.35,1.33,1.3,1.3
total_demand,1775027.0,1775027.0,1775027.0000000002,1775027.0000000002,1775027.0000000005,1775026.9999999995,1775026.9999999995,1775026.9999999998,1775026.9999999998
objective,26615118.1,25068757.259,24942646.468729,24917210.59111693,24910680.774731867,24902169.437636722,24901347.694030724,24899496.7678328,24899496.7678328
cost,26615118.1,25068084.07,24942337.22,24916992.39,24910621.19,24901971.44,24901338.1,24899446.52,24899446.52
