,0,1,2,3,4,5,6,7
PAR,1.99,3.41,2.6,2.58,2.78,2.1,2.2,1.88
total_demand,2196271.0,2196271.0,2196271.0,2196271.0,2196271.0,2196271.0,2196271.0,2196271.0
cost,32573232.4,30747840.0,30747854.0,30747822.0,30747883.0,30747828.0,30747798.0,30747794.0
objective,32573232.4,30752537.0,30750534.0,30750237.0,30750527.0,30749171.0,30748770.0,30748469.0
max_demand,91047.0,156007.0,118940.0,117955.0,127162.0,96296.0,100745.0,86089.0
inconvenient,0.0,4697.0,2680.0,2415.0,2644.0,1343.0,972.0,675.0
run_time,0.0,0.0,0.001,0.002,0.001,0.002,0.002,0.0
step_size,1.0,0.21900000000000006,0.11799999999999998,0.07899999999999999,0.047,0.026000000000000002,0.012,0.0
