no_households,no_tasks,algorithm,penalty_weight,cost_function_type,max_demand initial,max_demand final,PAR initial,PAR final,objective initial,objective final,cost initial,cost final,Average run_time
10,5,heuristic,1,piece-wise,16604,16790.0,6.5,6.57,2005241.3,1717188.0,2005241.3,1717156.0,0.01
10,5,heuristic_fw,1,piece-wise,16604,9418.14664318547,6.5,3.69,2005241.3,1717565.505748,2005241.3,1717561.39,0.003
10,5,optimal,1,piece-wise,16604,16604.0,6.5,6.5,2005241.3,1717156.0,2005241.3,1717156.0,1.047
10,5,optimal_fw,1,piece-wise,16604,9360.560714897363,6.5,3.66,2005241.3,1717524.14184,2005241.3,1717525.71,0.002
20,5,heuristic,1,piece-wise,67525,35119.0,5.81,3.02,8941517.0,7817084.0,8941517.0,7816816.0,0.02
20,5,heuristic_fw,1,piece-wise,67525,67525.0,5.81,5.81,8941517.0,8941517.0,8941517.0,8941517.0,0.0
20,5,optimal,1,piece-wise,67525,35119.0,5.81,3.02,8941517.0,7817024.0,8941517.0,7816816.0,2.14
20,5,optimal_fw,1,piece-wise,67525,67525.0,5.81,5.81,8941517.0,8941517.0,8941517.0,8941517.0,0.0
