,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
PAR,1.27,1.25,1.24,1.22,1.21,1.19,1.18,1.17,1.16,1.16,1.15,1.14,1.14,1.13,1.13,1.12,1.12,1.12,1.11,1.11,1.1,1.1,1.1,1.09,1.09,1.09,1.08,1.08,1.08,1.08,1.07,1.07,1.07,1.07,1.06,1.06,1.06,1.05,1.05,1.04,1.04
step_size,1.0,0.014000000000000005,0.010000000000000002,0.013000000000000005,0.008,0.016503011379325232,0.009000000000000001,0.008,0.007,0.006,0.004,0.007,0.003,0.010000000000000002,0.003,0.005,0.002,0.002,0.00810034863144859,0.001,0.003,0.005,0.001,0.002,0.001,0.002,0.006,0.002,0.002,0.004,0.001,0.005041646562644252,0.002,0.001,0.001,0.001,0.001,0.015254167156857876,0.001,0.001,0.0
inconvenient,0.0,174112.62400000007,133152.59376000002,143501.48028112005,110925.97215775104,146369.38364459542,93372.55754719865,41637.02753962241,53595.53480722265,62750.01879115667,23111.48792483537,69843.36458452616,20355.691906246422,25515.85308093754,23257.764440757186,17171.191177796216,12774.041617644407,19014.83191676471,15540.560712710083,8247.44143928729,10166.011675682139,11679.949941621591,10335.157050058378,7227.5156858998835,4477.2414843141,8665.463517031372,9268.245218897811,8377.409509562205,7411.121180980876,7592.367515276076,6168.771632484724,6949.66389727183,7131.470672205457,8607.238529327795,5149.081761470672,9109.53791823853,4344.852462081762,759.0801166276284,8490.095919883372,8459.134904080118,8459.134904080118
total_demand,154353389.0,154353389.00000003,154353389.0,154353389.00000003,154353389.0,154353389.0,154353389.0,154353388.99999997,154353388.99999997,154353389.0,154353388.99999997,154353389.0,154353389.00000003,154353388.99999997,154353389.0,154353388.99999997,154353388.99999997,154353389.0,154353388.99999997,154353388.99999997,154353389.00000003,154353389.00000006,154353389.0000001,154353388.99999994,154353389.0,154353388.99999997,154353389.0,154353388.99999997,154353389.0,154353389.00000003,154353389.0,154353389.00000006,154353389.0,154353389.00000003,154353389.0,154353389.0,154353389.00000003,154353389.0,154353389.0,154353389.0,154353389.0
max_demand,4075948.0,4019254.159694804,3979242.0030675745,3927821.102680766,3896508.2931669415,3832698.7734009144,3798342.1401318884,3768061.544149269,3741764.110882301,3719369.577899492,3704514.400931603,3678660.465399077,3667635.516305615,3631123.7653938113,3620241.2838378027,3602176.243647137,3594975.4933360866,3587789.137324908,3558829.5645871228,3555270.7350225355,3544615.5850744024,3526927.917876445,3523400.989958569,3516357.7113796417,3512841.3536682623,3505819.183802279,3484836.7859234056,3477870.5971883447,3470918.333864565,3457055.4721589074,3453598.4346867483,3436221.7181239314,3429352.7269014018,3425923.3821745003,3422497.466792326,3419074.9773255335,3415655.910348208,3363900.215830514,3360536.3606146835,3357175.869254069,3357175.869254069
cost,2517600576.5,2471261307.44,2440574071.38,2408942451.07,2392199039.56,2365725397.16,2354373623.48,2346442210.26,2339783510.13,2334081210.42,2330743313.08,2326098088.25,2323518672.29,2317907239.22,2316271993.33,2314237628.29,2313354282.78,2312478867.97,2310063565.05,2309651256.19,2308584198.45,2307374855.9,2306982826.49,2306380260.97,2306141197.46,2305617097.62,2304936631.22,2304459427.56,2304177830.5,2303800874.71,2303664167.69,2303362329.73,2303166909.1,2303050526.53,2302990395.86,2302927324.13,2302854866.59,2302260007.47,2302164653.7,2302108043.26,2302108043.26
run_time,0.0,0.006739139556884766,0.004842996597290039,0.0061838626861572266,0.004328012466430664,0.012186765670776367,0.004700899124145508,0.004270076751708984,0.0033888816833496094,0.003197193145751953,0.0025353431701660156,0.003747224807739258,0.0017499923706054688,0.004654884338378906,0.0019829273223876953,0.0028679370880126953,0.002310037612915039,0.0016450881958007812,0.004847049713134766,0.0009808540344238281,0.0020189285278320312,0.0028688907623291016,0.0009589195251464844,0.0018389225006103516,0.0013020038604736328,0.0035369396209716797,0.0033779144287109375,0.002437114715576172,0.0059430599212646484,0.0026502609252929688,0.0013930797576904297,0.0032129287719726562,0.0018608570098876953,0.0008950233459472656,0.0016140937805175781,0.0008988380432128906,0.001336812973022461,0.004549741744995117,0.0013628005981445312,0.0009694099426269531,0.0006148815155029297
objective,2517600576.5,2471435420.064,2440707223.97376,2409085952.5502815,2392309965.532158,2365871766.5436444,2354466996.037547,2346483847.28754,2339837105.6648073,2334143960.4387913,2330766424.567925,2326167931.6145844,2323539027.9819064,2317932755.0730805,2316295251.0944405,2314254799.481178,2313367056.821618,2312497882.8019166,2310079105.610713,2309659503.631439,2308594364.4616756,2307386535.8499417,2306993161.64705,2306387488.485686,2306145674.701484,2305625763.083517,2304945899.4652185,2304467804.9695096,2304185241.621181,2303808467.077515,2303670336.4616327,2303369279.393897,2303174040.570672,2303059133.7685294,2302995544.9417615,2302936433.667918,2302859211.4424624,2302260766.5501165,2302173143.79592,2302116502.394904,2302116502.394904
