,max_demand,total_demand,PAR,objective,cost,inconvenient,step_size,reschedule_time
0,245570.0,8453746.0,0.72,353239536.3,353239536.3,0.0,1.0,0.0
1,227044.13777827675,8453746.0,0.78,208420909.88,207914791.28,506118.5999999999,0.07799999999999999,
2,217004.11955908322,8453746.0,0.81,178552360.783,178332671.62,219689.163,0.045,
3,207623.4539190135,8453746.0,0.85,162068820.45682803,161934109.58,134710.87682799998,0.044,
4,203093.35327971942,8453746.0,0.87,157682893.2007098,157620651.04,62242.160709783995,0.022,
5,200870.8983936425,8453746.0,0.88,156045620.55623218,156010512.32,35108.23623219237,0.011,
6,200870.8983936425,8453746.0,0.88,156045620.55623218,156010512.32,35108.23623219237,0.0,
7,200870.8983936425,8453746.0,0.88,156045620.55623218,156010512.32,35108.23623219237,0.0,
8,200870.8983936425,8453746.0,0.88,156045620.55623218,156010512.32,35108.23623219237,0.0,
9,200870.8983936425,8453746.0,0.88,156045620.55623218,156010512.32,35108.23623219237,0.0,
10,200870.8983936425,8453746.0,0.88,156045620.55623218,156010512.32,35108.23623219237,0.0,
11,200870.8983936425,8453746.0,0.88,156045620.55623218,156010512.32,35108.23623219237,0.0,
