,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
PAR,1.22,21.3,27.37,30.96,22.89,19.08,27.63,12.26,25.19,30.27,12.81,21.49,12.71,14.66,30.49,8.88,31.13,8.45,21.16,31.22
step_size,1.0,0.015000000000000006,0.009000000000000001,0.008,0.010000000000000002,0.010000000000000002,0.005,0.012015542834345649,0.004,0.003,0.008,0.004,0.007,0.003,0.002,0.007,0.002,0.005,0.002,0.0
inconvenient,0.0,8201832.0,8958854.0,10499709.0,6050329.0,7223592.0,8321033.0,3528334.0,6806417.0,5675053.0,4799831.0,5314867.0,3695823.0,6973544.0,5699796.0,2238338.0,7393979.0,2257936.0,4863617.0,7673673.0
total_demand,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0,117887409.0
max_demand,3008049.0,52307315.0,67210542.0,76044645.0,56229027.0,46858086.0,67856095.0,30115256.0,61873631.0,74349333.0,31464834.0,52772748.0,31208727.0,36003172.0,74878340.0,21817234.0,76446395.0,20745539.0,51959411.0,76670925.0
cost,1983708981.0,23513373607.6,24188213006.0,24701859127.2,22688189393.0,23398000110.8,22495985937.4,21720999002.0,23555745881.8,22967025498.0,21090639771.1,20955045328.4,20400170647.4,22384851286.4,22743507394.3,17906395577.5,23641925704.8,20456033990.4,22550960074.8,24025763420.4
run_time,0.0,3389.5100000000066,2875.1400000000162,1943.4199999999132,1775.1099999999342,1759.3899999999394,1731.4999999999443,1788.189999999954,1978.049999999912,1823.0499999999122,1711.0299999999165,2460.9399999999832,2673.8999999999883,2307.8999999999623,2083.27999999994,2785.6000000000013,2081.4499999999352,2342.1199999999885,2765.6300000000424,2172.2099999999346
objective,1983708981.0,23521575439.6,24197171860.0,24712358836.2,22694239722.0,23405223702.8,22504306970.4,21724527336.0,23562552298.8,22972700551.0,21095439602.1,20960360195.4,20403866470.4,22391824830.4,22749207190.3,17908633915.5,23649319683.8,20458291926.4,22555823691.8,24033437093.4
