,0,1,2
objective,3173651.6,2851482.6,3173731.6
run_time,0.0,0.009000000000000001,0.003
PAR,5.72,4.78,5.72
max_demand,23550.0,19672.0,23550.0
cost,3173651.6,2851247.6,3173651.6
total_demand,197659.0,197659.0,197659.0
step_size,1.0,0.5600000000000003,0.0
inconvenient,0.0,235.0,80.0
