,0,1,2
total_demand,219458.0,219458.0,219458.0
step_size,1.0,0.6480000000000004,0.0
PAR,7.15,5.12,7.15
cost,3627112.0,3088455.0,3627112.0
inconvenient,0.0,199.0,36.0
objective,3627112.0,3088654.0,3627148.0
run_time,0.0,0.006,0.004
max_demand,32700.0,23400.0,32700.0
