,0,1,2,3,4,5,6,7,8,9,10,11,12,13
PAR,1.27,15.81,23.95,20.04,21.31,29.09,16.59,11.62,26.45,19.17,8.08,9.17,14.87,23.94
max_demand,1009286.0,12609964.0,19099520.0,15983709.0,16995497.0,23195252.0,13226944.0,9265718.0,21091722.0,15287732.0,6439711.0,7313776.0,11859442.0,19088322.0
total_demand,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0
objective,632643216.6,7588351319.4,7640200387.4,7293197719.6,7654611940.0,7372329718.9,6938516112.6,7234815590.8,7272632593.1,7213427742.2,6140612047.2,6369814922.4,6397093588.4,7731901861.0
cost,632643216.6,7586570305.4,7637494042.4,7291399930.6,7652305324.0,7369376213.9,6936512345.6,7233447924.8,7270647900.1,7212198000.2,6139851977.2,6369042507.4,6396179042.4,7730193336.0
step_size,1.0,0.02,0.01,0.01,0.01,0.005,0.01,0.01,0.005,0.005,0.015,0.01,0.005,0.0
inconvenient,0.0,1781014.0,2706345.0,1797789.0,2306616.0,2953505.0,2003767.0,1367666.0,1984693.0,1229742.0,760070.0,772415.0,914546.0,1708525.0
run_time,0.0,970.0899999999989,783.8399999999973,625.9699999999996,647.9099999999976,562.1000000000016,626.1799999999985,560.6200000000016,602.2699999999998,620.5299999999984,505.8500000000038,1059.709999999998,659.5799999999971,667.0299999999976
