,0,1,2,3,4,5,6,7,8,9,10,11,12,13
PAR,1.27,1.24,1.23,1.22,1.2,1.2,1.19,1.17,1.17,1.16,1.14,1.13,1.13,1.13
max_demand,1009286.0,989251.1688878037,979383.3884781478,969614.0391780783,959942.139137277,955142.4284415906,945614.8827178857,936182.3742627747,931501.4623914609,926843.9550795036,913010.6931944476,903903.411529833,899383.8944721838,899383.8944721838
total_demand,38276525.0,38276525.0,38276524.999999985,38276525.000000015,38276524.999999985,38276525.00000001,38276525.0,38276525.0,38276525.0,38276525.0,38276525.00000001,38276525.0,38276525.0,38276525.0
objective,632643216.6,612360970.8199999,603988820.6772,597397438.277528,592022432.3318247,589255857.6697409,585136673.9692026,581877704.108608,580674055.126257,579342309.6696187,576946839.7485558,575372743.9644144,574647061.744728,574647061.744728
cost,632643216.6,612325350.54,603962113.43,597379727.46,591999543.28,589241204.59,585116782.83,581864226.36,580664199.05,579336210.24,576935530.19,575365132.91,574642527.07,574642527.07
step_size,1.0,0.02,0.01,0.01,0.01,0.005,0.01,0.01,0.005,0.005,0.015,0.01,0.005,0.0
inconvenient,0.0,35620.28,26707.2472,17710.817528,22889.051824719998,14653.0797408764,19891.139202591236,13477.748607974088,9856.07625696013,6099.4296187151995,11309.558555719272,7611.054414442807,4534.674727927786,4534.674727927786
run_time,0.0,0.0018398761749267578,0.0011980533599853516,0.0011279582977294922,0.0011210441589355469,0.0007801055908203125,0.0011248588562011719,0.0011179447174072266,0.0007810592651367188,0.0008411407470703125,0.0014667510986328125,0.0011248588562011719,0.0007598400115966797,0.000431060791015625
