,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
PAR,1.27,16.95,22.61,18.31,22.65,21.42,11.4,16.09,14.03,15.94,14.86,17.47,12.88,10.35,11.81,4.43,5.22,12.05
max_demand,1009286.0,13515771.0,18030194.0,14598265.0,18060108.0,17077014.0,9094512.0,12833669.0,11183981.0,12709649.0,11853444.0,13928580.0,10270606.0,8255054.0,9420853.0,3533925.0,4163808.0,9611657.0
total_demand,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0,38276525.0
objective,632643216.6,7482869667.2,6731321550.8,6630154748.9,7109672384.5,7073622418.4,6591661200.6,6584565607.4,6808334012.2,6425613879.1,6570905683.2,6811109236.6,6608463901.4,5535718068.8,4884733123.2,5143325296.4,5789103889.0,5632469166.5
cost,632643216.6,7481068375.2,6728883858.8,6628085457.9,7107265007.5,7071353288.4,6590083099.6,6582498034.4,6806196959.2,6424604925.1,6569402505.2,6808894990.6,6606139171.4,5534880413.8,4883136216.2,5142910213.4,5788629867.0,5631742446.5
step_size,1.0,0.02,0.015,0.01,0.01,0.01,0.01,0.01,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.01,0.005,0.0
inconvenient,0.0,1801292.0,2437692.0,2069291.0,2407377.0,2269130.0,1578101.0,2067573.0,2137053.0,1008954.0,1503178.0,2214246.0,2324730.0,837655.0,1596907.0,415083.0,474022.0,726720.0
run_time,0.0,1.746,0.6780000000000005,0.9140000000000007,1.3489999999999736,1.0219999999999994,0.7600000000000006,1.0799999999999952,0.6980000000000005,0.7300000000000005,0.7980000000000006,0.5530000000000004,0.5700000000000004,0.5960000000000004,0.5180000000000003,0.5190000000000003,0.7200000000000005,0.5600000000000004
