,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
PAR,1.2,1.18,1.16,1.14,1.13,1.12,1.11,1.1,1.09,1.08,1.08,1.07,1.07,1.07,1.06,1.06,1.06,1.05,1.04,1.04,1.03,1.03,1.03,1.03,1.03
step_size,1.0,0.015000000000000006,0.022000000000000013,0.014000000000000005,0.009000000000000001,0.013149638192451518,0.005,0.010000000000000002,0.009000000000000001,0.006,0.005,0.005,0.004,0.003,0.002,0.002,0.001,0.011000000000000003,0.007936555690249345,0.003,0.004,0.003,0.001,0.002,0.0
inconvenient,0.0,45584.94000000002,53909.153320000034,31321.07785352001,18687.76129931832,28378.763307484922,14457.736183462577,14769.282638165376,15259.353456256513,9858.50787926246,6724.777460603687,9747.266112696982,7807.254935549212,5525.951235193353,3590.2800975296136,5019.99543980494,1963.9380045601952,2817.9586819498386,2304.291970474311,1923.2001240885772,1084.6551995036457,1680.1600344014892,2754.5008399655985,1483.6169983200687,1483.6169983200687
total_demand,40226121.0,40226120.99999999,40226120.99999999,40226121.000000015,40226121.00000001,40226121.0,40226120.99999999,40226120.999999985,40226121.0,40226121.000000015,40226121.0,40226120.999999985,40226121.0,40226120.99999999,40226120.99999999,40226120.99999999,40226120.99999999,40226121.0,40226121.0,40226121.0,40226121.0,40226121.00000001,40226121.00000001,40226120.99999999,40226120.99999999
max_demand,1007115.0,992113.5652093677,970514.724384693,957015.482785412,948436.7157288864,936040.5172890008,932222.922531078,922954.4778098109,914681.0364587236,909206.6521756122,904669.7018937345,900155.3910391101,896560.1668075785,893873.2290371141,892205.6647782688,890422.1456543771,889531.7235087227,879795.6523153202,872836.4974138257,870220.60555824,866744.9409796281,864147.3145157703,863447.1982012545,861721.1792460502,861721.1792460502
cost,726602330.1,701569852.12,676259746.9,663273261.23,656833796.09,648618471.63,646346759.99,641784720.13,638216670.22,636371535.97,634858941.04,633695236.4,632905552.24,632330573.75,631999684.46,631798801.93,631626443.96,630548133.41,630025969.56,629837293.37,629693629.78,629608916.29,629565054.04,629453758.41,629453758.41
run_time,0.0,0.006783008575439453,0.009690999984741211,0.005984067916870117,0.004085063934326172,0.005553245544433594,0.002463817596435547,0.004495143890380859,0.0038809776306152344,0.002794981002807617,0.002451181411743164,0.0024268627166748047,0.001971006393432617,0.0017032623291015625,0.001264810562133789,0.0012590885162353516,0.0009350776672363281,0.004723787307739258,0.003147125244140625,0.0016551017761230469,0.0020470619201660156,0.0016009807586669922,0.0009081363677978516,0.0012590885162353516,0.00045680999755859375
objective,726602330.1,701615437.0600001,676313656.0533199,663304582.3078536,656852483.8512994,648646850.3933074,646361217.7261834,641799489.4126382,638231929.5734563,636381394.4778793,634865665.8174605,633704983.6661127,632913359.4949355,632336099.7012352,632003274.7400975,631803821.9254397,631628407.8980047,630550951.3686819,630028273.8519704,629839216.5701241,629694714.4351995,629610596.4500344,629567808.5408399,629455242.0269983,629455242.0269983
