,0,1,2,3
PAR,3.15,3.42,2.88,2.76
total_demand,889214.0,889214.0,889214.0,889214.0
cost,13667640.3,12449043.0,12448996.0,12448996.0
objective,13667640.3,12449942.0,12449421.0,12449019.0
max_demand,58431.0,63378.0,53419.0,51111.0
inconvenient,0.0,899.0,425.0,23.0
run_time,0.0,0.0,0.0,0.0
step_size,1.0,0.4570000000000002,0.10900000000000001,0.0
