,0,1,2,3
cost,332322131.8,271986774.0,276255167.0,279014105.0
PAR,1.27,16.87,29.78,31.37
total_demand,19352918.0,19352918.0,19352918.0,19352918.0
objective,332322131.8,273295654.0,277664022.0,280430429.0
step_size,1.0,0.022,0.011,0.0
inconvenient,0.0,1308880.0,1408855.0,1416324.0
run_time,0.0,0.047000000000000035,0.05600000000000004,0.05600000000000004
max_demand,511483.0,6800017.0,12006107.0,12648551.0
