,0,1,2,3,4,5,6,7,8
cost,332322131.8,313611263.93,308857195.69,304534379.45,301158879.88,298116338.91,295725384.41,293666527.22,293666527.22
PAR,1.27,1.23,1.21,1.2,1.19,1.17,1.16,1.15,1.15
total_demand,19352918.0,19352918.0,19352918.0,19352918.000000004,19352918.0,19352918.0,19352918.0,19352917.999999996,19352917.999999996
objective,332322131.8,313654084.169,308871273.685371,304542951.4310509,301172371.54520845,298126184.3620175,295731919.28502786,293672765.2993747,293672765.2993747
step_size,1.0,0.033,0.011,0.011,0.011,0.012,0.011,0.011,0.0
inconvenient,0.0,42820.239,14077.995370999999,8571.981050919,13491.66520843989,9845.452017498721,6534.875027807514,6238.079374694116,6238.079374694116
run_time,0.0,0.0010037422180175781,0.0006308555603027344,0.0005469322204589844,0.0005381107330322266,0.0005118846893310547,0.0005097389221191406,0.0011720657348632812,0.00027108192443847656
max_demand,511483.0,494789.048545127,489346.3690111306,483963.55895200814,478639.95980353607,472896.28028589365,467694.42120274884,462549.7825695186,462549.7825695186
