,0,1,2,3,4,5,6,7,8
cost,332322131.8,271987535.0,271281362.0,290024842.0,297701652.0,319556017.0,335708043.0,351398922.0,359719183.0
PAR,1.27,16.07,27.58,16.88,20.35,16.55,14.5,10.57,16.72
total_demand,19352918.0,19352918.0,19352918.0,19352918.0,19352918.0,19352918.0,19352918.0,19352918.0,19352918.0
objective,332322131.8,273285118.0,272604000.0,290818191.0,298936739.0,320389963.0,336311968.0,351972555.0,360549220.0
step_size,1.0,0.033,0.011,0.011,0.011,0.012,0.011,0.011,0.0
inconvenient,0.0,1297583.0,1322638.0,793349.0,1235087.0,833946.0,603925.0,573633.0,830037.0
run_time,0.0,124.3199999999999,133.01999999999992,130.8400000000001,101.80999999999995,83.19999999999939,81.88999999999945,79.43999999999922,86.64999999999952
max_demand,511483.0,6479765.0,11118548.0,6806691.0,8205722.0,6672417.0,5847678.0,4261559.0,6741312.0
