,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,1,piece-wise,17935,17935.0,0.00%,4.45,4.45,0.00%,3316393.0,2706676.0,18.40%,3316393.0,2706676.0,18.40%,0.0
heuristic_fw,5,1,piece-wise,17935,10286.525853666079,42.60%,4.45,2.55,42.70%,3316393.0,2707904.60011509,18.30%,3316393.0,2707889.62,18.30%,0.002
