,0,1,2,3,4
total_demand,193334.0,193334.0,193334.0,193334.0,193334.0
objective,3316393.0,2706771.0,2706696.0,2706769.0,2706676.0
inconvenient,0.0,95.0,20.0,93.0,0.0
run_time,0.0,0.0,0.001,0.0,0.0
max_demand,17935.0,18935.0,17935.0,21300.0,17935.0
cost,3316393.0,2706676.0,2706676.0,2706676.0,2706676.0
step_size,1.0,0.47900000000000026,0.071,0.158,0.0
PAR,4.45,4.7,4.45,5.29,4.45
