,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
PAR,1.29,22.19,30.62,16.71,22.6,24.3,29.35,13.18,14.43,19.5,8.17,14.47,18.03,19.88,7.68,16.16,12.49,11.47,9.48,10.64,18.39,2.34,31.48
step_size,1.0,0.020112076855540745,0.010000000000000002,0.017000000000000008,0.010000000000000002,0.009000000000000001,0.006,0.017321714085787743,0.014323184630628486,0.008,0.015000000000000006,0.007,0.004,0.004,0.008409442445958586,0.003,0.004,0.004,0.003,0.004,0.001,0.029719767892058616,0.0
inconvenient,0.0,2490320.0,3060950.0,1602717.0,2241769.0,1497507.0,2344311.0,1481420.0,1919359.0,2135695.0,1127769.0,2301648.0,1566077.0,1243146.0,655537.0,1598814.0,1024489.0,816096.0,1030936.0,609883.0,1789703.0,40485.0,2413993.0
total_demand,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0,38531958.0
max_demand,1036565.0,17812855.0,24580818.0,13410426.0,18144898.0,19503391.0,23559668.0,10582445.0,11584251.0,15654690.0,6557521.0,11619460.0,14472184.0,15959143.0,6165518.0,12975671.0,10027497.0,9204574.0,7611623.0,8538456.0,14761978.0,1877682.0,25268722.0
cost,623960928.1,7703502626.0,7618636425.9,7068476260.2,7847955443.2,7583927591.2,7347205952.0,6793860819.4,6921767440.8,7188032250.8,6334647605.9,7717717509.2,7518916048.4,6775966158.9,6242959579.9,6537922139.8,6838124867.6,6287194371.2,6861696532.0,6018038103.8,7593038216.4,1312250240.9,7612882503.6
run_time,0.0,1636.9999999999995,781.7599999999991,1406.7900000000022,767.3599999999967,667.7899999999985,555.1700000000017,662.4099999999984,582.1700000000003,558.3000000000028,643.1899999999974,476.40000000000634,684.3699999999967,671.2799999999974,837.8099999999987,493.360000000005,1099.8599999999994,759.4299999999965,766.0199999999959,792.439999999997,721.0999999999968,762.6199999999978,749.0499999999972
objective,623960928.1,7705992946.0,7621697375.9,7070078977.2,7850197212.2,7585425098.2,7349550263.0,6795342239.4,6923686799.8,7190167945.8,6335775374.9,7720019157.2,7520482125.4,6777209304.9,6243615116.9,6539520953.8,6839149356.6,6288010467.2,6862727468.0,6018647986.8,7594827919.4,1312290725.9,7615296496.6
