,0,1,2,3,4,5,6,7,8,9,10
inconvenient,0.0,22227.4,23850.216,31670.39568,28359.7860432,20897.402139568,23295.585978604322,14468.897070106977,8890.651029298931,9102.076744853504,9102.076744853504
total_demand,37730184.0,37730184.00000001,37730184.0,37730184.00000001,37730184.00000001,37730183.99999999,37730184.00000001,37730184.0,37730184.0,37730184.0,37730184.0
objective,644715250.1,632237096.0699999,622469657.836,607576755.86568,601392362.0160432,596655297.7921395,592606772.7859787,590810489.7370701,587933804.6710293,586576403.2967448,586576403.2967448
PAR,1.22,1.21,1.19,1.17,1.16,1.15,1.14,1.13,1.12,1.11,1.11
run_time,0.0,0.0011599063873291016,0.0010528564453125,0.0018277168273925781,0.0011639595031738281,0.0014531612396240234,0.0011792182922363281,0.0011479854583740234,0.0013849735260009766,0.001008749008178711,0.0007550716400146484
max_demand,957788.0,948234.0647000001,938775.4299046176,920140.2688200306,910961.8696385508,901875.0249889062,892878.8216146419,888419.9275065687,879557.9586796907,875264.5188862922,875264.5188862922
cost,644715250.1,632214868.67,622445807.62,607545085.47,601364002.23,596634400.39,592583477.2,590796020.84,587924914.02,586567301.22,586567301.22
step_size,1.0,0.01,0.01,0.02,0.01,0.01,0.01,0.005,0.01,0.005,0.0
