,0,1,2,3,4,5,6
max_demand,78561.0,148313.0,104335.0,123791.0,99955.0,114331.0,90445.0
total_demand,1923324.0,1923324.0,1923324.0,1923324.0,1923324.0,1923324.0,1923324.0
cost,28934055.1,26926647.0,26926636.0,26926624.0,26926561.0,26926561.0,26926536.0
PAR,1.96,3.7,2.6,3.09,2.49,2.85,2.26
inconvenient,0.0,4400.0,2407.0,2611.0,1117.0,1335.0,525.0
run_time,0.0,0.002,0.0,0.003,0.001,0.0,0.0
step_size,1.0,0.20000000000000004,0.176,0.09399999999999999,0.023,0.023,0.0
objective,28934055.1,26931047.0,26929043.0,26929235.0,26927678.0,26927896.0,26927061.0
