,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,1,piece-wise,78838,86341.0,-9.50%,2.11,2.31,-9.50%,26645778.9,25064881.0,5.90%,26645778.9,25064441.0,5.90%,0.001
heuristic_fw,5,1,piece-wise,78838,50467.5645121533,36.00%,2.11,1.35,36.00%,26645778.9,25099208.72206705,5.80%,26645778.9,25099110.84,5.80%,0.002
