,0,1,2,3,4,5
max_demand,90076.0,133334.0,173324.0,195865.0,158538.0,234296.0
step_size,1.0,0.2860000000000001,0.065,0.046,0.024,0.0
objective,31735921.7,29576794.0,29576081.0,29576315.0,29575267.0,29577843.0
total_demand,2112300.0,2112300.0,2112300.0,2112300.0,2112300.0,2112300.0
cost,31735921.7,29572243.0,29572308.0,29572313.0,29572277.0,29572329.0
PAR,2.05,3.03,3.94,4.45,3.6,5.32
run_time,0.0,0.001,0.002,0.001,0.002,0.001
inconvenient,0.0,4551.0,3773.0,4002.0,2990.0,5514.0
