,0,1,2,3
step_size,1.0,0.30400000000000016,0.23900000000000005,0.0
PAR,2.4,2.65,3.06,2.62
max_demand,96638.0,106671.0,123453.0,105560.0
run_time,0.0,0.001,0.005,0.001
total_demand,1935235.0,1935235.0,1935235.0,1935235.0
objective,28763457.9,27095125.0,27095320.0,27093479.0
cost,28763457.9,27093325.0,27093401.0,27093290.0
inconvenient,0.0,1800.0,1919.0,189.0
