,no_tasks,no_households,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,10,1,piece-wise,17000,19200.0,-12.90%,3.97,4.48,-12.80%,3164686.0,2879126.0,9.00%,3164686.0,2879100.0,9.00%,0.001
heuristic_fw,5,10,1,piece-wise,17000,10713.854641793223,37.00%,3.97,2.5,37.00%,3164686.0,2881341.716445536,9.00%,3164686.0,2881340.15,9.00%,0.001
