,0,1,2,3,4
cost,1671881309.4,1630377428.82,1596911519.64,1567928816.32,1567928816.32
PAR,1.21,1.2,1.18,1.17,1.17
total_demand,95694952.0,95694951.99999999,95694951.99999997,95694951.99999999,95694951.99999999
objective,1671881309.4,1630442582.073,1596986010.0532172,1567992098.1604545,1567992098.1604545
step_size,1.0,0.011,0.011,0.011,0.0
inconvenient,0.0,65153.253,74490.413217,63281.840454613,63281.840454613
run_time,0.0,0.0005440711975097656,0.0005393028259277344,0.0005812644958496094,0.0006229877471923828
max_demand,2408940.0,2382441.66,2356234.80174,2330316.21892086,2330316.21892086
