,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
optimal,5,1,piece-wise,2408940,49075643.0,-1937.20%,1.21,24.62,-1934.70%,1671881309.4,1673834553.0,-0.10%,1671881309.4,1668466678.0,0.20%,646.445
optimal_fw,5,1,piece-wise,2408940,2330316.21892086,3.30%,1.21,1.17,3.30%,1671881309.4,1567992098.1604545,6.20%,1671881309.4,1567928816.32,6.20%,0.001
heuristic,5,1,piece-wise,2408940,48764353.0,-1924.30%,1.21,24.46,-1921.50%,1671881309.4,1703848658.0,-1.90%,1671881309.4,1698447488.0,-1.60%,0.055
heuristic_fw,5,1,piece-wise,2408940,2330316.21892086,3.30%,1.21,1.17,3.30%,1671881309.4,1573795040.1311128,5.90%,1671881309.4,1573744219.36,5.90%,0.001
