,0,1,2
max_demand,22834.0,20832.943594361674,20832.943594361674
cost,3358003.9,3025473.32,3025473.32
total_demand,206791.0,206791.00000000006,206791.00000000006
objective,3358003.9,3025486.8789999997,3025486.8789999997
inconvenient,0.0,13.559,13.559
step_size,1.0,0.091,0.0
run_time,0.0,0.0009620189666748047,0.00018405914306640625
PAR,5.3,4.84,4.84
