,0,1,2
max_demand,22834.0,31444.0,31444.0
cost,3358003.9,2895074.0,2895074.0
total_demand,206791.0,206791.0,206791.0
objective,3358003.9,2895223.0,2895223.0
inconvenient,0.0,149.0,149.0
step_size,1.0,0.091,0.0
run_time,0.0,1.42,1.35
PAR,5.3,7.3,7.3
