,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,1,piece-wise,18000,18000.0,0.00%,4.69,4.69,0.00%,2898543.6,2576612.0,11.10%,2898543.6,2576602.0,11.10%,0.001
heuristic_fw,5,1,piece-wise,18000,10563.347652122611,41.30%,4.69,2.76,41.20%,2898543.6,2577787.2706329664,11.10%,2898543.6,2577787.39,11.10%,0.001
