,0,1,2,3,4,5
inconvenient,0.0,97.14600000000003,-0.8916800000000024,17.957802240000003,-0.11936703360000005,-0.11936703360000005
objective,2898543.6,2581551.1360000004,2579873.27832,2577808.07780224,2577787.2706329664,2577787.2706329664
PAR,4.69,3.21,3.06,2.76,2.76,2.76
max_demand,18000.0,12296.65652823716,11724.61670554618,10600.022997078793,10563.347652122611,10563.347652122611
cost,2898543.6,2581453.99,2579874.17,2577790.12,2577787.39,2577787.39
step_size,1.0,0.3780000000000001,0.08,0.168,0.015,0.0
total_demand,184043.0,184043.00000000003,184043.00000000003,184043.0,184043.00000000003,184043.00000000003
run_time,0.0,0.004265785217285156,0.0005357265472412109,0.0015788078308105469,0.0002779960632324219,0.00015687942504882812
