,0,1,2,3,4,5,6
run_time,0.0,0.0019359588623046875,0.0010688304901123047,0.00026798248291015625,0.0007910728454589844,0.00025081634521484375,0.00014281272888183594
inconvenient,0.0,55.06200000000001,14.13132,1.696717,10.739049508,0.759131405904,0.759131405904
step_size,1.0,0.3420000000000001,0.14,0.025,0.07600000000000001,0.012,0.0
total_demand,136095.0,136095.0,136095.0,136095.0,136094.99999999997,136095.0,136095.0
max_demand,13199.0,9403.508886578307,8993.624703121503,8768.784085543464,8458.866054080085,8357.359661431125,8357.359661431125
PAR,4.66,3.32,3.17,3.09,2.98,2.95,2.95
objective,2294681.8,1916131.9419999998,1909236.7613199998,1909022.9867170001,1908330.389049508,1908213.8891314059,1908213.8891314059
cost,2294681.8,1916076.88,1909222.63,1909021.29,1908319.65,1908213.13,1908213.13
