,no_tasks,no_households,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction,Average run_time
heuristic,5,100,1,piece-wise,116459,109427.0,6.00%,2.77,2.6,6.10%,30431914.1,28246527.0,7.20%,30431914.1,28246302.0,7.20%,0.004
heuristic_fw,5,100,1,piece-wise,116459,70759.74434572324,39.20%,2.77,1.68,39.40%,30431914.1,28271387.604256,7.10%,30431914.1,28271333.14,7.10%,0.002
