,0,1,2,3
total_demand,2017593.0,2017592.9999999998,2017593.0,2017593.0
max_demand,116459.0,77144.75194632878,70759.74434572324,70759.74434572324
run_time,0.0,0.004514217376708984,0.0012848377227783203,0.0001690387725830078
PAR,2.77,1.84,1.68,1.68
cost,30431914.1,28283186.25,28271333.14,28271333.14
step_size,1.0,0.4080000000000002,0.11199999999999999,0.0
inconvenient,0.0,464.7120000000002,54.46425599999997,54.46425599999997
objective,30431914.1,28283650.962,28271387.604256,28271387.604256
